"index","0","1","2"
26457,0.0702693380937642,0.151689411792639,0.778041250113597
26458,0.247363381978046,0.269679464984637,0.482957153037317
26459,0.0329075761879263,0.0606370433679477,0.906455380444126
26460,0.0659423971175195,0.0906252536694761,0.843432349213004
26461,0.0815800754586431,0.159505564648295,0.758914359893062
26462,0.0608559130431494,0.101216368320969,0.837927718635882
26463,0.336157583808361,0.546481026902934,0.117361389288705
26464,0.0559632297235298,0.0872118316889984,0.856824938587472
26465,0.0544582218507916,0.104479745173981,0.841062032975227
26466,0.073301486398599,0.411130382823486,0.515568130777915
26467,0.0656161087188644,0.163276705294558,0.771107185986577
26468,0.0373596255228738,0.0652222719695922,0.897418102507534
26469,0.721013085677566,0.0769011749018639,0.20208573942057
26470,0.174599956653226,0.188337843162248,0.637062200184526
26471,0.0590073440247857,0.166074823006353,0.774917832968861
26472,0.0929221995888454,0.202335704937581,0.704742095473573
26473,0.0494772876961851,0.0927248489873755,0.857797863316439
26474,0.0755384139647301,0.871927932333859,0.0525336537014113
26475,0.345004750859466,0.2542863765379,0.400708872602634
26476,0.0598040346823956,0.116916653061932,0.823279312255673
26477,0.173771502754109,0.202383029095151,0.62384546815074
26478,0.0449511151554164,0.0745689403830036,0.88047994446158
26479,0.0431471273641045,0.0816279723032969,0.875224900332599
26480,0.0589955241374517,0.0889065579364162,0.852097917926132
26481,0.0817445801260809,0.484185299261627,0.434070120612292
26482,0.104503192372478,0.0759123452768612,0.819584462350661
26483,0.0476082468538064,0.135903660849096,0.816488092297098
26484,0.127558128911236,0.209332511530715,0.663109359558049
26485,0.0299970631619797,0.0503445750622062,0.919658361775814
26486,0.116226020049479,0.248215379034799,0.635558600915723
26487,0.0789228701668113,0.12798099884142,0.793096130991769
26488,0.0613641009229879,0.881058410903074,0.0575774881739381
26489,0.0757585922027664,0.368410881880843,0.55583052591639
26490,0.0872933323307617,0.208106488632932,0.704600179036307
26491,0.0350864955062886,0.0613661530519011,0.90354735144181
26492,0.0633300855075556,0.293523541374237,0.643146373118207
26493,0.509906051766573,0.412406632966088,0.0776873152673393
26494,0.0794412433689191,0.19077210900806,0.729786647623021
26495,0.0532563697403043,0.092049590256366,0.85469404000333
26496,0.108007861515201,0.15916443865864,0.732827699826159
26497,0.0374563305168691,0.88585388657213,0.0766897829110006
26498,0.260988206299538,0.499265876072449,0.239745917628013
26499,0.074957614167275,0.145634031179412,0.779408354653313
26500,0.0762225595834096,0.562252660158348,0.361524780258243
26501,0.113321945378441,0.276452469398701,0.610225585222858
26502,0.0293869248726232,0.0494999063826699,0.921113168744707
26503,0.145484696792703,0.43431396446247,0.420201338744827
26504,0.120074999729187,0.232860660367762,0.64706433990305
26505,0.0567717345419244,0.082381132758081,0.860847132699995
26506,0.0846581232795758,0.845517750696481,0.0698241260239436
26507,0.0448042270797576,0.90820150087602,0.0469942720442223
26508,0.131094593143784,0.296295570213766,0.57260983664245
26509,0.0482243390452729,0.0807226904165599,0.871052970538167
26510,0.0562744345360606,0.230970968314714,0.712754597149225
26511,0.0459923096537351,0.0838632225484946,0.87014446779777
26512,0.0865318677742845,0.184072553540657,0.729395578685059
26513,0.0923463913266884,0.157592416914581,0.750061191758731
26514,0.0495418354276869,0.0887393841200172,0.861718780452296
